警察署,番号,事故内容,死者数,負傷者数,路線コード,市区町コード,市区町,発生年月日,発生時間,昼夜間_夜,曜日,天候,路面状態,道路形状,信号機,道路線形,事故類型,年齢(当事者1),年齢(当事者2),当事者種別(当事者1),当事者種別(当事者2),中央分離施設,緯度（北緯）,経度（東経）
須磨,303,負傷,0,2,神戸加古川姫路線,107,神戸市須磨区,20170728,7,昼間_昼,金,晴,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・下り),車両相互,35～44歳以下,25～34歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.652355,135.1164981
須磨,304,負傷,0,1,一般市道,107,神戸市須磨区,20170728,8,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67486389,135.0945169
須磨,306,負傷,0,1,２号,107,神戸市須磨区,20170728,17,昼間_昼,金,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,25～34歳以下,乗用車(普通車),二輪車(原付二種),中央分離帯,34.644625,135.1286431
須磨,308,負傷,0,1,神戸三木線,107,神戸市須磨区,20170728,20,夜間_暮,金,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,乗用車(軽自動車),二輪車(原付自転車),中央線(ペイント),34.68427139,135.1110047
垂水,490,負傷,0,2,一般市道,108,神戸市垂水区,20170728,9,昼間_昼,金,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,35～44歳以下,貨物車(普通車),乗用車(軽自動車),中央線(ペイント),34.65243611,135.0385381
神戸西,904,負傷,0,1,１７５号,111,神戸市西区,20170728,15,昼間_昼,金,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,25～34歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.68315,134.9822661
神戸西,905,負傷,0,1,一般交通の場所,111,神戸市西区,20170728,15,昼間_昼,金,曇,乾燥,一般交通の場所,施設なし,一般交通の場所,車両相互,25～34歳以下,45～54歳以下,乗用車(軽自動車),乗用車(軽自動車),一般交通の場所,34.66408194,135.0094219
神戸西,958,負傷,0,1,１７５号,111,神戸市西区,20170728,21,夜間_夜,金,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,不明・単独事故,25～34歳以下,対象外当事者,軽車両(自転車),中央線(ペイント),34.66818417,134.9803267
有馬,267,負傷,0,2,一般交通の場所,109,神戸市北区,20170728,11,昼間_昼,金,曇,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,75歳以上,45～54歳以下,乗用車(普通車),歩行者,一般交通の場所,34.83470806,135.2188811
有馬,268,負傷,0,1,神戸三田線,109,神戸市北区,20170728,16,昼間_昼,金,曇,乾燥,交差点(その他),点灯(３灯式),直線(下り),車両相互,45～54歳以下,55～64歳以下,乗用車(普通車),二輪車(原付自転車),中央分離なし,34.82362111,135.2246739
神戸北,263,負傷,0,1,神戸三田線,109,神戸市北区,20170728,9,昼間_昼,金,晴,乾燥,交差点(その他),施設なし,直線(下り),車両相互,65～74歳以下,65～74歳以下,乗用車(軽自動車),軽車両(自転車),中央線(ペイント),34.76156694,135.1626089
灘,282,負傷,0,1,一般市道,102,神戸市灘区,20170729,7,昼間_昼,土,晴,乾燥,単路(橋),施設なし,直線(平坦),車両相互,0～24歳以下,65～74歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.70297889,135.2339539
葺合,233,負傷,0,1,一般市道,110,神戸市中央区,20170729,10,昼間_昼,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,0～24歳以下,75歳以上,貨物車(準中型車),歩行者,中央分離なし,34.696995,135.1969861
葺合,234,負傷,0,1,２号,110,神戸市中央区,20170729,16,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),二輪車(原付自転車),中央線(ペイント),34.69995611,135.2098811
兵庫,383,負傷,0,1,湊町線,105,神戸市兵庫区,20170729,18,昼間_暮,土,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,65～74歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.681225,135.1638139
兵庫,385,負傷,0,4,４２８号,105,神戸市兵庫区,20170729,16,昼間_昼,土,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,乗用車(軽自動車),乗用車(普通車),中央線(ペイント),34.69987694,135.1650561
兵庫,438,負傷,0,1,中央幹線,105,神戸市兵庫区,20170729,2,夜間_夜,土,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,25～34歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.69741694,135.1648031
長田,278,負傷,0,1,一般市道,106,神戸市長田区,20170729,8,昼間_昼,土,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,45～54歳以下,45～54歳以下,貨物車(中型車),乗用車(普通車),中央分離なし,34.65914611,135.1381411
垂水,492,負傷,0,1,神戸加古川姫路線,108,神戸市垂水区,20170729,9,昼間_昼,土,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,45～54歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離帯,34.67062611,135.0761939
垂水,493,負傷,0,1,一般交通の場所,108,神戸市垂水区,20170729,11,昼間_昼,土,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,車両相互,75歳以上,45～54歳以下,乗用車(軽自動車),二輪車(原付自転車),一般交通の場所,34.66264111,135.0590761
垂水,579,負傷,0,2,２号,108,神戸市垂水区,20170729,16,昼間_昼,土,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央線(高輝度標示),34.62825694,135.048355
神戸西,922,負傷,0,1,一般交通の場所,111,神戸市西区,20170729,12,昼間_昼,土,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,車両相互,55～64歳以下,35～44歳以下,貨物車(軽自動車),乗用車(普通車),一般交通の場所,34.66745806,135.0032911
神戸西,1521,負傷,0,2,西神中央線,111,神戸市西区,20170729,19,夜間_暮,土,曇,乾燥,交差点(その他),施設なし,直線(下り),車両相互,55～64歳以下,55～64歳以下,乗用車(普通車),貨物車(大型車),中央分離帯,34.71081889,135.0205861
高速隊,764,負傷,0,2,第二神明,107,神戸市須磨区,20170730,19,夜間_暮,日,晴,乾燥,単路(橋),施設なし,直線(平坦),車両相互,0～24歳以下,25～34歳以下,乗用車(普通車),貨物車(普通車),中央分離帯,34.65440972,135.1180931
生田,305,負傷,0,1,一般市道,110,神戸市中央区,20170730,8,昼間_昼,日,曇,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,35～44歳以下,55～64歳以下,乗用車(軽自動車),二輪車(原付自転車),中央分離なし,34.68739889,135.1738789
須磨,311,負傷,0,1,一般市道,107,神戸市須磨区,20170730,9,昼間_昼,日,晴,乾燥,交差点(その他),点灯(３灯式),直線(下り),車両相互,25～34歳以下,45～54歳以下,乗用車(普通車),二輪車(原付二種),中央分離なし,34.68894111,135.0998311
須磨,312,負傷,0,2,神戸明石線,107,神戸市須磨区,20170730,8,昼間_昼,日,曇,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,45～54歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.65243,135.1289
須磨,313,負傷,0,1,一般市道,107,神戸市須磨区,20170730,15,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,0～24歳以下,乗用車(普通車),軽車両(自転車),中央分離帯,34.67054194,135.1027869
垂水,494,負傷,0,1,一般市道,108,神戸市垂水区,20170730,10,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,35～44歳以下,65～74歳以下,乗用車(普通車),二輪車(原付自転車),中央線(ペイント),34.65713722,135.0585686
垂水,495,負傷,0,1,２号,108,神戸市垂水区,20170730,11,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,25～34歳以下,乗用車(普通車),二輪車(401cc以上),中央線(ペイント),34.64262389,135.020585
垂水,496,負傷,0,1,一般市道,108,神戸市垂水区,20170730,15,昼間_昼,日,晴,乾燥,交差点(その他),点灯(３灯式),直線(下り),車両相互,55～64歳以下,65～74歳以下,乗用車(普通車),乗用車(普通車),中央分離なし,34.64291889,135.0721836
垂水,497,負傷,0,1,２号,108,神戸市垂水区,20170730,17,昼間_昼,日,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,45～54歳以下,65～74歳以下,軽車両(自転車),歩行者,中央分離なし,34.6369,135.0299042
垂水,498,負傷,0,1,一般交通の場所,108,神戸市垂水区,20170730,18,昼間_暮,日,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,45～54歳以下,75歳以上,乗用車(普通車),歩行者,一般交通の場所,34.64576833,135.0753025
垂水,529,負傷,0,1,舞子多聞線,108,神戸市垂水区,20170730,12,昼間_昼,日,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),乗用車(普通車),中央線(ペイント),34.641585,135.0309069
神戸西,908,負傷,0,1,神戸加古川姫路線,111,神戸市西区,20170730,14,昼間_昼,日,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,45～54歳以下,乗用車(軽自動車),乗用車(軽自動車),中央分離なし,34.71392194,135.0466939
有馬,270,負傷,0,2,一般市道,109,神戸市北区,20170730,15,昼間_昼,日,曇,乾燥,単路(その他),施設なし,直線(上り),車両相互,25～34歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央分離帯,34.86418889,135.1910781
有馬,271,負傷,0,1,大沢西宮線,109,神戸市北区,20170730,16,昼間_昼,日,曇,乾燥,交差点付近(その他),施設なし,直線(上り),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),二輪車(原付自転車),中央線(ペイント),34.83394694,135.229165
神戸北,264,負傷,0,2,長田箕谷線,109,神戸市北区,20170730,13,昼間_昼,日,晴,乾燥,交差点付近(その他),点灯(３灯式),直線(平坦),車両相互,65～74歳以下,0～24歳以下,乗用車(普通車),乗用車(軽自動車),中央線(ペイント),34.69042389,135.1235411
葺合,85,負傷,0,1,一般市道,110,神戸市中央区,20170730,11,昼間_昼,日,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,55～64歳以下,45～54歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.69825306,135.1961281
高速隊,706,負傷,0,3,阪神高速神戸西宮,110,神戸市中央区,20170731,11,昼間_昼,月,晴,乾燥,単路(橋),施設なし,直線(平坦),車両相互,25～34歳以下,55～64歳以下,貨物車(中型車),貨物車(普通車),中央分離帯,34.69176306,135.2025389
東灘,412,負傷,0,1,２号,101,神戸市東灘区,20170731,9,昼間_昼,月,晴,乾燥,単路(橋),施設なし,直線(平坦),車両相互,55～64歳以下,75歳以上,軽車両(自転車),軽車両(自転車),中央線(ペイント),34.72042111,135.2665911
灘,246,負傷,0,2,２号,102,神戸市灘区,20170731,21,夜間_夜,月,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),人対車両,45～54歳以下,65～74歳以下,乗用車(普通車),歩行者,中央分離なし,34.71065306,135.23592
葺合,236,負傷,0,2,２号,110,神戸市中央区,20170731,9,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,45～54歳以下,25～34歳以下,二輪車(原付自転車),乗用車(普通車),中央分離帯,34.70089194,135.2129517
葺合,237,負傷,0,2,２号,110,神戸市中央区,20170731,21,夜間_夜,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,25～34歳以下,乗用車(普通車),乗用車(普通車),中央分離帯,34.69918389,135.2116711
生田,276,負傷,0,1,一般市道,110,神戸市中央区,20170731,0,夜間_夜,月,晴,乾燥,交差点付近(その他),施設なし,直線(下り),人対車両,25～34歳以下,25～34歳以下,乗用車(普通車),歩行者,中央分離なし,34.68521278,135.1748203
兵庫,387,負傷,0,1,一般市道,105,神戸市兵庫区,20170731,8,昼間_昼,月,晴,乾燥,交差点(その他),施設なし,直線(上り),車両相互,45～54歳以下,35～44歳以下,乗用車(普通車),軽車両(自転車),中央分離なし,34.67714194,135.1666411
須磨,314,負傷,0,1,一般市道,107,神戸市須磨区,20170731,11,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,軽車両(自転車),乗用車(普通車),中央分離なし,34.64825611,135.1350247
垂水,499,負傷,0,1,舞子多聞線,108,神戸市垂水区,20170731,9,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,55～64歳以下,乗用車(軽自動車),乗用車(普通車),中央線(ペイント),34.64993694,135.0346069
垂水,500,負傷,0,1,一般市道,108,神戸市垂水区,20170731,8,昼間_昼,月,晴,乾燥,交差点(その他),施設なし,直線(平坦),車両相互,65～74歳以下,55～64歳以下,乗用車(普通車),二輪車(原付自転車),中央分離なし,34.65778111,135.073235
垂水,501,負傷,0,1,舞子多聞線,108,神戸市垂水区,20170731,12,昼間_昼,月,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,55～64歳以下,25～34歳以下,乗用車(普通車),二輪車(原付自転車),中央分離なし,34.65449806,135.03977
垂水,502,負傷,0,1,２号,108,神戸市垂水区,20170731,12,昼間_昼,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,25～34歳以下,25～34歳以下,乗用車(軽自動車),貨物車(普通車),中央線(ペイント),34.62889111,135.0637161
垂水,503,負傷,0,1,舞子多聞線,108,神戸市垂水区,20170731,15,昼間_昼,月,晴,乾燥,単路(カーブ・屈折),施設なし,カーブ・屈折(左・平坦),車両相互,75歳以上,0～24歳以下,乗用車(軽自動車),二輪車(原付自転車),中央線(ペイント),34.64053194,135.0308081
垂水,504,負傷,0,1,舞子多聞線,108,神戸市垂水区,20170731,17,昼間_昼,月,晴,乾燥,交差点付近(その他),施設なし,直線(平坦),車両相互,0～24歳以下,35～44歳以下,二輪車(原付自転車),乗用車(普通車),中央線(ペイント),34.6509125,135.0365925
垂水,505,負傷,0,1,一般交通の場所,108,神戸市垂水区,20170731,17,昼間_昼,月,晴,乾燥,一般交通の場所,施設なし,一般交通の場所,人対車両,35～44歳以下,75歳以上,乗用車(普通車),歩行者,一般交通の場所,34.67131389,135.0781928
垂水,582,負傷,0,1,一般市道,108,神戸市垂水区,20170731,15,昼間_昼,月,晴,乾燥,交差点(その他),点灯(３灯式),直線(平坦),車両相互,0～24歳以下,不明・単独事故,軽車両(自転車),対象外当事者,中央分離なし,34.63925306,135.0521789
神戸水上,121,負傷,0,2,一般市道,110,神戸市中央区,20170731,19,夜間_暮,月,晴,乾燥,単路(その他),施設なし,直線(平坦),車両相互,0～24歳以下,25～34歳以下,貨物車(普通車),乗用車(普通車),中央分離帯,34.68464111,135.1939419
神戸西,909,負傷,0,1,一般市道,111,神戸市西区,20170731,7,昼間_昼,月,晴,乾燥,交差点(その他),施設なし,カーブ・屈折(左・下り),車両相互,45～54歳以下,35～44歳以下,二輪車(原付二種),乗用車(軽自動車),中央分離なし,34.662905,135.008515
